county,state,incidence_level,year,cases,data_available
St. Lucie County,Florida,Low Incidence,2013,4,True
St. Lucie County,Florida,Low Incidence,2014,3,True
St. Lucie County,Florida,Low Incidence,2015,1,True
St. Lucie County,Florida,Low Incidence,2016,2,True
St. Lucie County,Florida,Low Incidence,2017,4,True
St. Lucie County,Florida,Low Incidence,2018,3,True
St. Lucie County,Florida,Low Incidence,2019,2,True
St. Lucie County,Florida,Low Incidence,2020,1,True
St. Lucie County,Florida,Low Incidence,2021,4,True
St. Lucie County,Florida,Low Incidence,2022,10,True
St. Lucie County,Florida,Low Incidence,2023,5,True
Santa Rosa County,Florida,Low Incidence,2001,0,True
Santa Rosa County,Florida,Low Incidence,2002,0,True
Santa Rosa County,Florida,Low Incidence,2003,0,True
Santa Rosa County,Florida,Low Incidence,2004,0,True
Santa Rosa County,Florida,Low Incidence,2005,0,True
Santa Rosa County,Florida,Low Incidence,2006,0,True
Santa Rosa County,Florida,Low Incidence,2007,0,True
Santa Rosa County,Florida,Low Incidence,2008,0,True
Santa Rosa County,Florida,Low Incidence,2009,2,True
Santa Rosa County,Florida,Low Incidence,2010,2,True
Santa Rosa County,Florida,Low Incidence,2011,1,True
Santa Rosa County,Florida,Low Incidence,2012,0,True
Santa Rosa County,Florida,Low Incidence,2013,2,True
Santa Rosa County,Florida,Low Incidence,2014,2,True
Santa Rosa County,Florida,Low Incidence,2015,1,True
Santa Rosa County,Florida,Low Incidence,2016,2,True
Santa Rosa County,Florida,Low Incidence,2017,1,True
Santa Rosa County,Florida,Low Incidence,2018,2,True
Santa Rosa County,Florida,Low Incidence,2019,0,True
Santa Rosa County,Florida,Low Incidence,2020,0,True
Santa Rosa County,Florida,Low Incidence,2021,0,True
Santa Rosa County,Florida,Low Incidence,2022,2,True
Santa Rosa County,Florida,Low Incidence,2023,3,True
Sarasota County,Florida,Low Incidence,2001,4,True
Sarasota County,Florida,Low Incidence,2002,3,True
Sarasota County,Florida,Low Incidence,2003,6,True
Sarasota County,Florida,Low Incidence,2004,3,True
Sarasota County,Florida,Low Incidence,2005,5,True
Sarasota County,Florida,Low Incidence,2006,3,True
Sarasota County,Florida,Low Incidence,2007,0,True
Sarasota County,Florida,Low Incidence,2008,11,True
Sarasota County,Florida,Low Incidence,2009,8,True
Sarasota County,Florida,Low Incidence,2010,3,True
Sarasota County,Florida,Low Incidence,2011,1,True
Sarasota County,Florida,Low Incidence,2012,6,True
Sarasota County,Florida,Low Incidence,2013,11,True
Sarasota County,Florida,Low Incidence,2014,8,True
Sarasota County,Florida,Low Incidence,2015,7,True
Sarasota County,Florida,Low Incidence,2016,10,True
Sarasota County,Florida,Low Incidence,2017,5,True
Sarasota County,Florida,Low Incidence,2018,7,True
Sarasota County,Florida,Low Incidence,2019,6,True
Sarasota County,Florida,Low Incidence,2020,10,True
Sarasota County,Florida,Low Incidence,2021,11,True
Sarasota County,Florida,Low Incidence,2022,11,True
Sarasota County,Florida,Low Incidence,2023,12,True
Seminole County,Florida,Low Incidence,2001,0,True
Seminole County,Florida,Low Incidence,2002,0,True
Seminole County,Florida,Low Incidence,2003,0,True
Seminole County,Florida,Low Incidence,2004,0,True
Seminole County,Florida,Low Incidence,2005,0,True
Seminole County,Florida,Low Incidence,2006,4,True
Seminole County,Florida,Low Incidence,2007,0,True
Seminole County,Florida,Low Incidence,2008,0,True
Seminole County,Florida,Low Incidence,2009,3,True
Seminole County,Florida,Low Incidence,2010,1,True
Seminole County,Florida,Low Incidence,2011,0,True
Seminole County,Florida,Low Incidence,2012,3,True
Seminole County,Florida,Low Incidence,2013,4,True
Seminole County,Florida,Low Incidence,2014,5,True
Seminole County,Florida,Low Incidence,2015,2,True
Seminole County,Florida,Low Incidence,2016,2,True
Seminole County,Florida,Low Incidence,2017,4,True
Seminole County,Florida,Low Incidence,2018,3,True
Seminole County,Florida,Low Incidence,2019,4,True
Seminole County,Florida,Low Incidence,2020,3,True
Seminole County,Florida,Low Incidence,2021,4,True
Seminole County,Florida,Low Incidence,2022,3,True
Seminole County,Florida,Low Incidence,2023,3,True
Sumter County,Florida,Low Incidence,2001,0,True
Sumter County,Florida,Low Incidence,2002,0,True
Sumter County,Florida,Low Incidence,2003,0,True
Sumter County,Florida,Low Incidence,2004,0,True
Sumter County,Florida,Low Incidence,2005,0,True
Sumter County,Florida,Low Incidence,2006,0,True
Sumter County,Florida,Low Incidence,2007,0,True
Sumter County,Florida,Low Incidence,2008,0,True
Sumter County,Florida,Low Incidence,2009,0,True
Sumter County,Florida,Low Incidence,2010,1,True
Sumter County,Florida,Low Incidence,2011,5,True
Sumter County,Florida,Low Incidence,2012,1,True
Sumter County,Florida,Low Incidence,2013,3,True
Sumter County,Florida,Low Incidence,2014,3,True
Sumter County,Florida,Low Incidence,2015,2,True
Sumter County,Florida,Low Incidence,2016,4,True
Sumter County,Florida,Low Incidence,2017,2,True
Sumter County,Florida,Low Incidence,2018,2,True
Sumter County,Florida,Low Incidence,2019,3,True
Sumter County,Florida,Low Incidence,2020,1,True
Sumter County,Florida,Low Incidence,2021,4,True
Sumter County,Florida,Low Incidence,2022,2,True
Sumter County,Florida,Low Incidence,2023,5,True
Suwannee County,Florida,Low Incidence,2001,0,True
Suwannee County,Florida,Low Incidence,2002,0,True
Suwannee County,Florida,Low Incidence,2003,0,True
Suwannee County,Florida,Low Incidence,2004,0,True
Suwannee County,Florida,Low Incidence,2005,0,True
Suwannee County,Florida,Low Incidence,2006,0,True
Suwannee County,Florida,Low Incidence,2007,0,True
Suwannee County,Florida,Low Incidence,2008,0,True
Suwannee County,Florida,Low Incidence,2009,0,True
Suwannee County,Florida,Low Incidence,2010,0,True
Suwannee County,Florida,Low Incidence,2011,0,True
Suwannee County,Florida,Low Incidence,2012,0,True
Suwannee County,Florida,Low Incidence,2013,0,True
Suwannee County,Florida,Low Incidence,2014,0,True
Suwannee County,Florida,Low Incidence,2015,0,True
Suwannee County,Florida,Low Incidence,2016,1,True
Suwannee County,Florida,Low Incidence,2017,0,True
Suwannee County,Florida,Low Incidence,2018,1,True
Suwannee County,Florida,Low Incidence,2019,0,True
Suwannee County,Florida,Low Incidence,2020,0,True
Suwannee County,Florida,Low Incidence,2021,0,True
Suwannee County,Florida,Low Incidence,2022,0,True
Suwannee County,Florida,Low Incidence,2023,0,True
Taylor County,Florida,Low Incidence,2001,0,True
Taylor County,Florida,Low Incidence,2002,0,True
Taylor County,Florida,Low Incidence,2003,0,True
Taylor County,Florida,Low Incidence,2004,0,True
Taylor County,Florida,Low Incidence,2005,0,True
Taylor County,Florida,Low Incidence,2006,0,True
Taylor County,Florida,Low Incidence,2007,0,True
Taylor County,Florida,Low Incidence,2008,0,True
Taylor County,Florida,Low Incidence,2009,0,True
Taylor County,Florida,Low Incidence,2010,0,True
Taylor County,Florida,Low Incidence,2011,0,True
Taylor County,Florida,Low Incidence,2012,0,True
Taylor County,Florida,Low Incidence,2013,0,True
Taylor County,Florida,Low Incidence,2014,0,True
Taylor County,Florida,Low Incidence,2015,0,True
Taylor County,Florida,Low Incidence,2016,0,True
Taylor County,Florida,Low Incidence,2017,0,True
Taylor County,Florida,Low Incidence,2018,0,True
Taylor County,Florida,Low Incidence,2019,0,True
Taylor County,Florida,Low Incidence,2020,0,True
Taylor County,Florida,Low Incidence,2021,0,True
Taylor County,Florida,Low Incidence,2022,0,True
Taylor County,Florida,Low Incidence,2023,0,True
Union County,Florida,Low Incidence,2001,0,True
Union County,Florida,Low Incidence,2002,0,True
Union County,Florida,Low Incidence,2003,0,True
Union County,Florida,Low Incidence,2004,0,True
Union County,Florida,Low Incidence,2005,0,True
Union County,Florida,Low Incidence,2006,0,True
Union County,Florida,Low Incidence,2007,0,True
Union County,Florida,Low Incidence,2008,0,True
Union County,Florida,Low Incidence,2009,0,True
Union County,Florida,Low Incidence,2010,0,True
Union County,Florida,Low Incidence,2011,0,True
Union County,Florida,Low Incidence,2012,0,True
Union County,Florida,Low Incidence,2013,0,True
Union County,Florida,Low Incidence,2014,0,True
Union County,Florida,Low Incidence,2015,0,True
Union County,Florida,Low Incidence,2016,0,True
Union County,Florida,Low Incidence,2017,0,True
Union County,Florida,Low Incidence,2018,0,True
Union County,Florida,Low Incidence,2019,0,True
Union County,Florida,Low Incidence,2020,0,True
Union County,Florida,Low Incidence,2021,0,True
Union County,Florida,Low Incidence,2022,0,True
Union County,Florida,Low Incidence,2023,0,True
Volusia County,Florida,Low Incidence,2001,3,True
Volusia County,Florida,Low Incidence,2002,4,True
Volusia County,Florida,Low Incidence,2003,0,True
Volusia County,Florida,Low Incidence,2004,0,True
Volusia County,Florida,Low Incidence,2005,2,True
Volusia County,Florida,Low Incidence,2006,1,True
Volusia County,Florida,Low Incidence,2007,0,True
Volusia County,Florida,Low Incidence,2008,3,True
Volusia County,Florida,Low Incidence,2009,2,True
Volusia County,Florida,Low Incidence,2010,2,True
Volusia County,Florida,Low Incidence,2011,7,True
Volusia County,Florida,Low Incidence,2012,6,True
Volusia County,Florida,Low Incidence,2013,4,True
Volusia County,Florida,Low Incidence,2014,11,True
Volusia County,Florida,Low Incidence,2015,5,True
Volusia County,Florida,Low Incidence,2016,7,True
Volusia County,Florida,Low Incidence,2017,4,True
Volusia County,Florida,Low Incidence,2018,4,True
Volusia County,Florida,Low Incidence,2019,2,True
Volusia County,Florida,Low Incidence,2020,0,True
Volusia County,Florida,Low Incidence,2021,8,True
Volusia County,Florida,Low Incidence,2022,7,True
Volusia County,Florida,Low Incidence,2023,3,True
Wakulla County,Florida,Low Incidence,2001,0,True
Wakulla County,Florida,Low Incidence,2002,0,True
Wakulla County,Florida,Low Incidence,2003,0,True
Wakulla County,Florida,Low Incidence,2004,0,True
Wakulla County,Florida,Low Incidence,2005,0,True
Wakulla County,Florida,Low Incidence,2006,0,True
Wakulla County,Florida,Low Incidence,2007,0,True
Wakulla County,Florida,Low Incidence,2008,0,True
Wakulla County,Florida,Low Incidence,2009,1,True
Wakulla County,Florida,Low Incidence,2010,0,True
Wakulla County,Florida,Low Incidence,2011,0,True
Wakulla County,Florida,Low Incidence,2012,0,True
Wakulla County,Florida,Low Incidence,2013,0,True
Wakulla County,Florida,Low Incidence,2014,0,True
Wakulla County,Florida,Low Incidence,2015,0,True
Wakulla County,Florida,Low Incidence,2016,0,True
Wakulla County,Florida,Low Incidence,2017,0,True
Wakulla County,Florida,Low Incidence,2018,0,True
Wakulla County,Florida,Low Incidence,2019,1,True
Wakulla County,Florida,Low Incidence,2020,0,True
Wakulla County,Florida,Low Incidence,2021,1,True
Wakulla County,Florida,Low Incidence,2022,1,True
Wakulla County,Florida,Low Incidence,2023,0,True
Walton County,Florida,Low Incidence,2001,0,True
Walton County,Florida,Low Incidence,2002,0,True
Walton County,Florida,Low Incidence,2003,1,True
Walton County,Florida,Low Incidence,2004,0,True
Walton County,Florida,Low Incidence,2005,0,True
Walton County,Florida,Low Incidence,2006,0,True
Walton County,Florida,Low Incidence,2007,1,True
Walton County,Florida,Low Incidence,2008,0,True
Walton County,Florida,Low Incidence,2009,0,True
Walton County,Florida,Low Incidence,2010,1,True
Walton County,Florida,Low Incidence,2011,0,True
Walton County,Florida,Low Incidence,2012,0,True
Walton County,Florida,Low Incidence,2013,0,True
Walton County,Florida,Low Incidence,2014,0,True
Walton County,Florida,Low Incidence,2015,1,True
Walton County,Florida,Low Incidence,2016,0,True
Walton County,Florida,Low Incidence,2017,1,True
Walton County,Florida,Low Incidence,2018,0,True
Walton County,Florida,Low Incidence,2019,0,True
Walton County,Florida,Low Incidence,2020,0,True
Walton County,Florida,Low Incidence,2021,0,True
Walton County,Florida,Low Incidence,2022,0,True
Walton County,Florida,Low Incidence,2023,0,True
Washington County,Florida,Low Incidence,2001,0,True
Washington County,Florida,Low Incidence,2002,0,True
Washington County,Florida,Low Incidence,2003,0,True
Washington County,Florida,Low Incidence,2004,0,True
Washington County,Florida,Low Incidence,2005,0,True
Washington County,Florida,Low Incidence,2006,0,True
Washington County,Florida,Low Incidence,2007,0,True
Washington County,Florida,Low Incidence,2008,0,True
Washington County,Florida,Low Incidence,2009,1,True
Washington County,Florida,Low Incidence,2010,1,True
Washington County,Florida,Low Incidence,2011,0,True
Washington County,Florida,Low Incidence,2012,0,True
Washington County,Florida,Low Incidence,2013,0,True
Washington County,Florida,Low Incidence,2014,0,True
Washington County,Florida,Low Incidence,2015,0,True
Washington County,Florida,Low Incidence,2016,1,True
Washington County,Florida,Low Incidence,2017,0,True
Washington County,Florida,Low Incidence,2018,0,True
Washington County,Florida,Low Incidence,2019,0,True
Washington County,Florida,Low Incidence,2020,0,True
Washington County,Florida,Low Incidence,2021,0,True
Washington County,Florida,Low Incidence,2022,0,True
Washington County,Florida,Low Incidence,2023,0,True
Appling County,Georgia,Low Incidence,2001,0,True
Appling County,Georgia,Low Incidence,2002,0,True
Appling County,Georgia,Low Incidence,2003,0,True
Appling County,Georgia,Low Incidence,2004,0,True
Appling County,Georgia,Low Incidence,2005,0,True
Appling County,Georgia,Low Incidence,2006,0,True
Appling County,Georgia,Low Incidence,2007,0,True
Appling County,Georgia,Low Incidence,2008,1,True
Appling County,Georgia,Low Incidence,2009,0,True
Appling County,Georgia,Low Incidence,2010,0,True
Appling County,Georgia,Low Incidence,2011,0,True
Appling County,Georgia,Low Incidence,2012,0,True
Appling County,Georgia,Low Incidence,2013,0,True
Appling County,Georgia,Low Incidence,2014,0,True
Appling County,Georgia,Low Incidence,2015,0,True
Appling County,Georgia,Low Incidence,2016,0,True
Appling County,Georgia,Low Incidence,2017,0,True
Appling County,Georgia,Low Incidence,2018,0,True
Appling County,Georgia,Low Incidence,2019,0,True
Appling County,Georgia,Low Incidence,2020,0,True
Appling County,Georgia,Low Incidence,2021,0,True
Appling County,Georgia,Low Incidence,2022,0,True
Appling County,Georgia,Low Incidence,2023,0,True
Atkinson County,Georgia,Low Incidence,2001,0,True
Atkinson County,Georgia,Low Incidence,2002,0,True
Atkinson County,Georgia,Low Incidence,2003,0,True
Atkinson County,Georgia,Low Incidence,2004,0,True
Atkinson County,Georgia,Low Incidence,2005,0,True
Atkinson County,Georgia,Low Incidence,2006,0,True
Atkinson County,Georgia,Low Incidence,2007,0,True
Atkinson County,Georgia,Low Incidence,2008,0,True
Atkinson County,Georgia,Low Incidence,2009,0,True
Atkinson County,Georgia,Low Incidence,2010,0,True
Atkinson County,Georgia,Low Incidence,2011,0,True
Atkinson County,Georgia,Low Incidence,2012,0,True
Atkinson County,Georgia,Low Incidence,2013,0,True
Atkinson County,Georgia,Low Incidence,2014,0,True
Atkinson County,Georgia,Low Incidence,2015,0,True
Atkinson County,Georgia,Low Incidence,2016,0,True
Atkinson County,Georgia,Low Incidence,2017,0,True
Atkinson County,Georgia,Low Incidence,2018,0,True
Atkinson County,Georgia,Low Incidence,2019,0,True
Atkinson County,Georgia,Low Incidence,2020,0,True
Atkinson County,Georgia,Low Incidence,2021,0,True
Atkinson County,Georgia,Low Incidence,2022,0,True
Atkinson County,Georgia,Low Incidence,2023,0,True
Bacon County,Georgia,Low Incidence,2001,0,True
Bacon County,Georgia,Low Incidence,2002,0,True
Bacon County,Georgia,Low Incidence,2003,0,True
Bacon County,Georgia,Low Incidence,2004,0,True
Bacon County,Georgia,Low Incidence,2005,0,True
Bacon County,Georgia,Low Incidence,2006,0,True
Bacon County,Georgia,Low Incidence,2007,0,True
Bacon County,Georgia,Low Incidence,2008,0,True
Bacon County,Georgia,Low Incidence,2009,0,True
Bacon County,Georgia,Low Incidence,2010,0,True
Bacon County,Georgia,Low Incidence,2011,0,True
Bacon County,Georgia,Low Incidence,2012,0,True
Bacon County,Georgia,Low Incidence,2013,0,True
Bacon County,Georgia,Low Incidence,2014,0,True
Bacon County,Georgia,Low Incidence,2015,0,True
Bacon County,Georgia,Low Incidence,2016,0,True
Bacon County,Georgia,Low Incidence,2017,0,True
Bacon County,Georgia,Low Incidence,2018,0,True
Bacon County,Georgia,Low Incidence,2019,0,True
Bacon County,Georgia,Low Incidence,2020,0,True
Bacon County,Georgia,Low Incidence,2021,0,True
Bacon County,Georgia,Low Incidence,2022,0,True
Bacon County,Georgia,Low Incidence,2023,0,True
Baker County,Georgia,Low Incidence,2001,0,True
Baker County,Georgia,Low Incidence,2002,0,True
Baker County,Georgia,Low Incidence,2003,0,True
Baker County,Georgia,Low Incidence,2004,0,True
Baker County,Georgia,Low Incidence,2005,0,True
Baker County,Georgia,Low Incidence,2006,0,True
Baker County,Georgia,Low Incidence,2007,0,True
Baker County,Georgia,Low Incidence,2008,0,True
Baker County,Georgia,Low Incidence,2009,0,True
Baker County,Georgia,Low Incidence,2010,0,True
Baker County,Georgia,Low Incidence,2011,0,True
Baker County,Georgia,Low Incidence,2012,0,True
Baker County,Georgia,Low Incidence,2013,0,True
Baker County,Georgia,Low Incidence,2014,0,True
Baker County,Georgia,Low Incidence,2015,0,True
Baker County,Georgia,Low Incidence,2016,0,True
Baker County,Georgia,Low Incidence,2017,0,True
Baker County,Georgia,Low Incidence,2018,0,True
Baker County,Georgia,Low Incidence,2019,0,True
Baker County,Georgia,Low Incidence,2020,0,True
Baker County,Georgia,Low Incidence,2021,0,True
Baker County,Georgia,Low Incidence,2022,0,True
Baker County,Georgia,Low Incidence,2023,0,True
Baldwin County,Georgia,Low Incidence,2001,0,True
Baldwin County,Georgia,Low Incidence,2002,0,True
Baldwin County,Georgia,Low Incidence,2003,0,True
Baldwin County,Georgia,Low Incidence,2004,0,True
Baldwin County,Georgia,Low Incidence,2005,0,True
Baldwin County,Georgia,Low Incidence,2006,0,True
Baldwin County,Georgia,Low Incidence,2007,0,True
Baldwin County,Georgia,Low Incidence,2008,1,True
Baldwin County,Georgia,Low Incidence,2009,0,True
Baldwin County,Georgia,Low Incidence,2010,0,True
Baldwin County,Georgia,Low Incidence,2011,0,True
Baldwin County,Georgia,Low Incidence,2012,0,True
Baldwin County,Georgia,Low Incidence,2013,0,True
Baldwin County,Georgia,Low Incidence,2014,0,True
Baldwin County,Georgia,Low Incidence,2015,0,True
Baldwin County,Georgia,Low Incidence,2016,0,True
Baldwin County,Georgia,Low Incidence,2017,0,True
Baldwin County,Georgia,Low Incidence,2018,0,True
Baldwin County,Georgia,Low Incidence,2019,0,True
Baldwin County,Georgia,Low Incidence,2020,0,True
Baldwin County,Georgia,Low Incidence,2021,1,True
Baldwin County,Georgia,Low Incidence,2022,0,True
Baldwin County,Georgia,Low Incidence,2023,0,True
Banks County,Georgia,Low Incidence,2001,0,True
Banks County,Georgia,Low Incidence,2002,0,True
Banks County,Georgia,Low Incidence,2003,0,True
Banks County,Georgia,Low Incidence,2004,0,True
Banks County,Georgia,Low Incidence,2005,0,True
Banks County,Georgia,Low Incidence,2006,0,True
Banks County,Georgia,Low Incidence,2007,0,True
Banks County,Georgia,Low Incidence,2008,0,True
Banks County,Georgia,Low Incidence,2009,0,True
Banks County,Georgia,Low Incidence,2010,0,True
Banks County,Georgia,Low Incidence,2011,0,True
Banks County,Georgia,Low Incidence,2012,0,True
Banks County,Georgia,Low Incidence,2013,0,True
Banks County,Georgia,Low Incidence,2014,0,True
Banks County,Georgia,Low Incidence,2015,0,True
Banks County,Georgia,Low Incidence,2016,0,True
Banks County,Georgia,Low Incidence,2017,0,True
Banks County,Georgia,Low Incidence,2018,0,True
Banks County,Georgia,Low Incidence,2019,0,True
Banks County,Georgia,Low Incidence,2020,0,True
Banks County,Georgia,Low Incidence,2021,0,True
Banks County,Georgia,Low Incidence,2022,0,True
Banks County,Georgia,Low Incidence,2023,0,True
Barrow County,Georgia,Low Incidence,2001,0,True
Barrow County,Georgia,Low Incidence,2002,0,True
Barrow County,Georgia,Low Incidence,2003,0,True
Barrow County,Georgia,Low Incidence,2004,0,True
Barrow County,Georgia,Low Incidence,2005,0,True
Barrow County,Georgia,Low Incidence,2006,0,True
Barrow County,Georgia,Low Incidence,2007,0,True
Barrow County,Georgia,Low Incidence,2008,0,True
Barrow County,Georgia,Low Incidence,2009,0,True
Barrow County,Georgia,Low Incidence,2010,0,True
Barrow County,Georgia,Low Incidence,2011,0,True
Barrow County,Georgia,Low Incidence,2012,1,True
Barrow County,Georgia,Low Incidence,2013,0,True
Barrow County,Georgia,Low Incidence,2014,0,True
Barrow County,Georgia,Low Incidence,2015,0,True
Barrow County,Georgia,Low Incidence,2016,0,True
Barrow County,Georgia,Low Incidence,2017,0,True
Barrow County,Georgia,Low Incidence,2018,0,True
Barrow County,Georgia,Low Incidence,2019,0,True
Barrow County,Georgia,Low Incidence,2020,1,True
Barrow County,Georgia,Low Incidence,2021,0,True
Barrow County,Georgia,Low Incidence,2022,0,True
Barrow County,Georgia,Low Incidence,2023,1,True
Bartow County,Georgia,Low Incidence,2001,0,True
Bartow County,Georgia,Low Incidence,2002,0,True
Bartow County,Georgia,Low Incidence,2003,0,True
Bartow County,Georgia,Low Incidence,2004,0,True
Bartow County,Georgia,Low Incidence,2005,0,True
Bartow County,Georgia,Low Incidence,2006,0,True
Bartow County,Georgia,Low Incidence,2007,0,True
Bartow County,Georgia,Low Incidence,2008,0,True
Bartow County,Georgia,Low Incidence,2009,1,True
Bartow County,Georgia,Low Incidence,2010,0,True
Bartow County,Georgia,Low Incidence,2011,0,True
Bartow County,Georgia,Low Incidence,2012,0,True
Bartow County,Georgia,Low Incidence,2013,0,True
Bartow County,Georgia,Low Incidence,2014,0,True
Bartow County,Georgia,Low Incidence,2015,0,True
Bartow County,Georgia,Low Incidence,2016,0,True
Bartow County,Georgia,Low Incidence,2017,0,True
Bartow County,Georgia,Low Incidence,2018,0,True
Bartow County,Georgia,Low Incidence,2019,0,True
Bartow County,Georgia,Low Incidence,2020,0,True
Bartow County,Georgia,Low Incidence,2021,0,True
Bartow County,Georgia,Low Incidence,2022,0,True
Bartow County,Georgia,Low Incidence,2023,0,True
Ben Hill County,Georgia,Low Incidence,2001,0,True
Ben Hill County,Georgia,Low Incidence,2002,0,True
Ben Hill County,Georgia,Low Incidence,2003,0,True
Ben Hill County,Georgia,Low Incidence,2004,0,True
Ben Hill County,Georgia,Low Incidence,2005,0,True
Ben Hill County,Georgia,Low Incidence,2006,0,True
Ben Hill County,Georgia,Low Incidence,2007,0,True
Ben Hill County,Georgia,Low Incidence,2008,0,True
Ben Hill County,Georgia,Low Incidence,2009,0,True
Ben Hill County,Georgia,Low Incidence,2010,0,True
Ben Hill County,Georgia,Low Incidence,2011,0,True
Ben Hill County,Georgia,Low Incidence,2012,1,True
Ben Hill County,Georgia,Low Incidence,2013,0,True
Ben Hill County,Georgia,Low Incidence,2014,0,True
Ben Hill County,Georgia,Low Incidence,2015,0,True
Ben Hill County,Georgia,Low Incidence,2016,0,True
Ben Hill County,Georgia,Low Incidence,2017,0,True
Ben Hill County,Georgia,Low Incidence,2018,0,True
Ben Hill County,Georgia,Low Incidence,2019,0,True
Ben Hill County,Georgia,Low Incidence,2020,0,True
Ben Hill County,Georgia,Low Incidence,2021,0,True
Ben Hill County,Georgia,Low Incidence,2022,0,True
Ben Hill County,Georgia,Low Incidence,2023,0,True
Berrien County,Georgia,Low Incidence,2001,0,True
Berrien County,Georgia,Low Incidence,2002,0,True
Berrien County,Georgia,Low Incidence,2003,0,True
Berrien County,Georgia,Low Incidence,2004,0,True
Berrien County,Georgia,Low Incidence,2005,0,True
Berrien County,Georgia,Low Incidence,2006,0,True
Berrien County,Georgia,Low Incidence,2007,0,True
Berrien County,Georgia,Low Incidence,2008,0,True
Berrien County,Georgia,Low Incidence,2009,0,True
Berrien County,Georgia,Low Incidence,2010,0,True
Berrien County,Georgia,Low Incidence,2011,0,True
Berrien County,Georgia,Low Incidence,2012,0,True
Berrien County,Georgia,Low Incidence,2013,0,True
Berrien County,Georgia,Low Incidence,2014,0,True
Berrien County,Georgia,Low Incidence,2015,0,True
Berrien County,Georgia,Low Incidence,2016,0,True
Berrien County,Georgia,Low Incidence,2017,0,True
Berrien County,Georgia,Low Incidence,2018,0,True
Berrien County,Georgia,Low Incidence,2019,0,True
Berrien County,Georgia,Low Incidence,2020,0,True
Berrien County,Georgia,Low Incidence,2021,0,True
Berrien County,Georgia,Low Incidence,2022,0,True
Berrien County,Georgia,Low Incidence,2023,0,True
Bibb County,Georgia,Low Incidence,2001,0,True
Bibb County,Georgia,Low Incidence,2002,0,True
Bibb County,Georgia,Low Incidence,2003,0,True
Bibb County,Georgia,Low Incidence,2004,0,True
Bibb County,Georgia,Low Incidence,2005,0,True
Bibb County,Georgia,Low Incidence,2006,0,True
Bibb County,Georgia,Low Incidence,2007,0,True
Bibb County,Georgia,Low Incidence,2008,0,True
Bibb County,Georgia,Low Incidence,2009,0,True
Bibb County,Georgia,Low Incidence,2010,0,True
Bibb County,Georgia,Low Incidence,2011,1,True
Bibb County,Georgia,Low Incidence,2012,1,True
Bibb County,Georgia,Low Incidence,2013,0,True
Bibb County,Georgia,Low Incidence,2014,0,True
Bibb County,Georgia,Low Incidence,2015,0,True
Bibb County,Georgia,Low Incidence,2016,0,True
Bibb County,Georgia,Low Incidence,2017,1,True
Bibb County,Georgia,Low Incidence,2018,0,True
Bibb County,Georgia,Low Incidence,2019,0,True
Bibb County,Georgia,Low Incidence,2020,2,True
Bibb County,Georgia,Low Incidence,2021,0,True
Bibb County,Georgia,Low Incidence,2022,0,True
Bibb County,Georgia,Low Incidence,2023,0,True
Bleckley County,Georgia,Low Incidence,2001,0,True
Bleckley County,Georgia,Low Incidence,2002,0,True
Bleckley County,Georgia,Low Incidence,2003,0,True
Bleckley County,Georgia,Low Incidence,2004,0,True
Bleckley County,Georgia,Low Incidence,2005,0,True
Bleckley County,Georgia,Low Incidence,2006,0,True
Bleckley County,Georgia,Low Incidence,2007,0,True
Bleckley County,Georgia,Low Incidence,2008,0,True
Bleckley County,Georgia,Low Incidence,2009,0,True
Bleckley County,Georgia,Low Incidence,2010,0,True
Bleckley County,Georgia,Low Incidence,2011,0,True
Bleckley County,Georgia,Low Incidence,2012,0,True
Bleckley County,Georgia,Low Incidence,2013,0,True
Bleckley County,Georgia,Low Incidence,2014,0,True
Bleckley County,Georgia,Low Incidence,2015,0,True
Bleckley County,Georgia,Low Incidence,2016,0,True
Bleckley County,Georgia,Low Incidence,2017,0,True
Bleckley County,Georgia,Low Incidence,2018,0,True
Bleckley County,Georgia,Low Incidence,2019,0,True
Bleckley County,Georgia,Low Incidence,2020,0,True
Bleckley County,Georgia,Low Incidence,2021,0,True
Bleckley County,Georgia,Low Incidence,2022,0,True
Bleckley County,Georgia,Low Incidence,2023,0,True
Brantley County,Georgia,Low Incidence,2001,0,True
Brantley County,Georgia,Low Incidence,2002,0,True
Brantley County,Georgia,Low Incidence,2003,0,True
Brantley County,Georgia,Low Incidence,2004,0,True
Brantley County,Georgia,Low Incidence,2005,0,True
Brantley County,Georgia,Low Incidence,2006,0,True
Brantley County,Georgia,Low Incidence,2007,0,True
Brantley County,Georgia,Low Incidence,2008,0,True
Brantley County,Georgia,Low Incidence,2009,0,True
Brantley County,Georgia,Low Incidence,2010,0,True
Brantley County,Georgia,Low Incidence,2011,0,True
Brantley County,Georgia,Low Incidence,2012,0,True
Brantley County,Georgia,Low Incidence,2013,0,True
Brantley County,Georgia,Low Incidence,2014,0,True
Brantley County,Georgia,Low Incidence,2015,0,True
Brantley County,Georgia,Low Incidence,2016,0,True
Brantley County,Georgia,Low Incidence,2017,0,True
Brantley County,Georgia,Low Incidence,2018,0,True
Brantley County,Georgia,Low Incidence,2019,0,True
Brantley County,Georgia,Low Incidence,2020,0,True
Brantley County,Georgia,Low Incidence,2021,0,True
Brantley County,Georgia,Low Incidence,2022,0,True
Brantley County,Georgia,Low Incidence,2023,0,True
Brooks County,Georgia,Low Incidence,2001,0,True
Brooks County,Georgia,Low Incidence,2002,0,True
